"CONSEC","CAPITULO","CVE_PROC","DESCRIP","PRO_CVE_EDIA","PRO_EDAD_IA","PRO_CVE_EDFA","PRO_EDAD_FA","SEXO","PROCED","PRO_PRINCIPAL"
"518","03","0842","REPARACIÓN DE ENTROPIÓN O ECTROPIÓN POR TÉCNICA DE SUTURA","0","0","0","0","0","Q","T"
"519","03","0843","REPARACIÓN DE ENTROPIÓN O ECTROPIÓN CON RESECCIÓN EN CUÑA","0","0","0","0","0","Q","T"
"520","03","0844","REPARACIÓN DE ENTROPIÓN O ECTROPIÓN CON RECONSTRUCCIÓN DE PÁRPADO","0","0","0","0","0","Q","T"
"521","03","0849","OTRA REPARACIÓN DE ENTROPIÓN O ECTROPIÓN","0","0","0","0","0","Q","T"
"522","03","085","OTRO AJUSTE DE POSICIÓN DE PÁRPADO","0","0","0","0","0","","F"
"523","03","0851","CANTOTOMÍA","0","0","0","0","0","Q","T"
"524","03","0852","BLEFARORRAFIA","0","0","0","0","0","Q","T"
"525","03","0859","OTRO AJUSTE DE POSICIÓN DEL PÁRPADO","0","0","0","0","0","Q","T"
"526","03","086","RECONSTRUCCIÓN DE PÁRPADO CON COLGAJO O INJERTO","0","0","0","0","0","","F"
"527","03","0861","RECONSTRUCCIÓN DE PÁRPADO CON COLGAJO O INJERTO DE PIEL","0","0","0","0","0","Q","T"
"528","03","0862","RECONSTRUCCIÓN DE PÁRPADO CON COLGAJO O INJERTO DE MEMBRANA MUCOSA","0","0","0","0","0","Q","T"
"529","03","0863","RECONSTRUCCIÓN DE PÁRPADO CON INJERTO DE FOLÍCULO PILOSO","0","0","0","0","0","Q","T"
"530","03","0864","RECONSTRUCCIÓN DE PÁRPADO CON COLGAJO TARSOCONJUNTIVAL","0","0","0","0","0","Q","T"
"531","03","0869","OTRA RECONSTRUCCIÓN DE PÁRPADO CON COLGAJOS O INJERTOS","0","0","0","0","0","Q","T"
"532","03","087","OTRA RECONSTRUCCIÓN DE PÁRPADO","0","0","0","0","0","","F"
"533","03","0870","RECONSTRUCCIÓN DE PÁRPADO, NO ESPECIFICADO DE OTRA MANERA","0","0","0","0","0","Q","T"
"534","03","0871","RECONSTRUCCIÓN DE PÁRPADO, CON IMPLICACIÓN DE MARGEN DE PÁRPADO, GROSOR PARCIAL","0","0","0","0","0","Q","T"
"535","03","0872","OTRA RECONSTRUCCIÓN DE PÁRPADO, GROSOR PARCIAL","0","0","0","0","0","Q","T"
"536","03","0873","RECONSTRUCCIÓN DE PÁRPADO, CON IMPLICACIÓN DE MARGEN DEL PÁRPADO, GROSOR TOTAL","0","0","0","0","0","Q","T"
"537","03","0874","OTRA RECONSTRUCCIÓN DEL PÁRPADO, GROSOR TOTAL","0","0","0","0","0","Q","T"
"538","03","088","OTRA REPARACIÓN DEL PÁRPADO","0","0","0","0","0","","F"
"539","03","0881","REPARACIÓN LINEAL DE LACERACIÓN DE PÁRPADO O CEJA","0","0","0","0","0","Q","T"
"540","03","0882","REPARACIÓN DE LACERACIÓN CON AFECTACIÓN DE MARGEN PÁRPADO, GROSOR PARCIAL","0","0","0","0","0","Q","T"
"541","03","0883","OTRA REPARACIÓN DE LACERACIÓN DE PÁRPADO, GROSOR PARCIAL","0","0","0","0","0","Q","T"
"542","03","0884","REPARACIÓN DE LACERACIÓN CON AFECTACIÓN DE MARGEN DE PÁRPADO, GROSOR TOTAL","0","0","0","0","0","Q","T"
"543","03","0885","OTRA REPARACIÓN DE LACERACIÓN DE PÁRPADO, GROSOR TOTAL","0","0","0","0","0","Q","T"
"544","03","0886","RITIDECTOMÍA DE PÁRPADO INFERIOR","0","0","0","0","0","Q","T"
"545","03","0887","RITIDECTOMÍA DE PÁRPADO SUPERIOR","0","0","0","0","0","Q","T"
"546","03","0889","OTRA REPARACIÓN DE PÁRPADO","0","0","0","0","0","Q","T"
"547","03","089","OTRAS OPERACIONES SOBRE PÁRPADOS","0","0","0","0","0","","F"
"548","03","0891","EPILACIÓN ELECTROQUIRÚRGICA DE PÁRPADO","0","0","0","0","0","Q","T"
"549","03","0892","EPILACIÓN CRIOQUIRÚRGICA DE PÁRPADO","0","0","0","0","0","Q","T"
"550","03","0893","OTRA EPILACIÓN DE PÁRPADO","0","0","0","0","0","Q","T"
"551","03","0899","OTRAS OPERACIONES DE PÁRPADOS","0","0","0","0","0","Q","T"
"552","03","09","OPERACIONES SOBRE APARATO LAGRIMAL","0","0","0","0","0","",""
"553","03","090","INCISIÓN DE GLÁNDULA LAGRIMAL","0","0","0","0","0","","F"
"554","03","090X","INCISIÓN DE GLÁNDULA LAGRIMAL","0","0","0","0","0","Q","T"
"555","03","091","PROCEDIMIENTOS DIAGNÓSTICOS SOBRE APARATO LAGRIMAL","0","0","0","0","0","","F"
"556","03","0911","BIOPSIA DE GLÁNDULA LAGRIMAL","0","0","0","0","0","D","F"
"557","03","0912","BIOPSIA DE SACO LAGRIMAL","0","0","0","0","0","D","F"
"558","03","0919","OTROS PROCEDIMIENTOS DIAGNÓSTICOS SOBRE APARATO LAGRIMAL","0","0","0","0","0","D","F"
"559","03","092","EXCISIÓN DE LESIÓN O TEJIDO DE GLÁNDULA LAGRIMAL","0","0","0","0","0","","F"
"560","03","0920","EXCISIÓN DE GLÁNDULA LAGRIMAL, NO ESPECIFICADA DE OTRA MANERA","0","0","0","0","0","Q","T"
"561","03","0921","EXCISIÓN DE LESIÓN DE GLÁNDULA LAGRIMAL","0","0","0","0","0","Q","T"
"562","03","0922","OTRA DACRIOADENECTOMÍA PARCIAL","0","0","0","0","0","Q","T"
"563","03","0923","DACRIOADENECTOMÍA TOTAL","0","0","0","0","0","Q","T"
"564","03","093","OTRAS OPERACIONES SOBRE GLÁNDULA LAGRIMAL","0","0","0","0","0","","F"
"565","03","093X","OTRAS OPERACIONES SOBRE GLÁNDULA LAGRIMAL","0","0","0","0","0","Q","T"
"566","03","094","MANIPULACIÓN DEL CONDUCTO LAGRIMAL","0","0","0","0","0","","F"
"567","03","0941","SONDAJE DEL PUNTO LAGRIMAL","0","0","0","0","0","Q","T"
"568","03","0942","SONDAJE DEL CANALÍCULOS LAGRIMALES","0","0","0","0","0","Q","T"
"569","03","0943","EXPLORACIÓN DE CONDUCTO NASOLAGRIMAL","0","0","0","0","0","Q","T"
"570","03","0944","INTUBACIÓN DE CONDUCTO NASOLAGRIMAL","0","0","0","0","0","Q","T"
"571","03","0949","OTRA MANIPULACIÓN DE CONDUCTO LAGRIMAL","0","0","0","0","0","Q","T"
"572","03","095","INCISIÓN DE SACO Y CONDUCTOS LAGRIMALES","0","0","0","0","0","","F"
"573","03","0951","INCISIÓN DE PUNTO LAGRIMAL","0","0","0","0","0","Q","T"
"574","03","0952","INCISIÓN DE CANALÍCULOS LAGRIMALES","0","0","0","0","0","Q","T"
"575","03","0953","INCISIÓN DE SACO LAGRIMAL","0","0","0","0","0","Q","T"
"576","03","0959","OTRA INCISIÓN DE CONDUCTOS LAGRIMALES","0","0","0","0","0","Q","T"
"577","03","096","EXCISIÓN DE SACO Y CONDUCTO LAGRIMAL","0","0","0","0","0","","F"
"578","03","096X","EXCISIÓN DE SACO Y CONDUCTO LAGRIMAL","0","0","0","0","0","Q","T"
"579","03","097","REPARACIÓN DE CANALÍCULO Y PUNTO","0","0","0","0","0","","F"
"580","03","0971","CORRECCIÓN DE PUNTO EVERTIDO","0","0","0","0","0","Q","T"
"581","03","0972","OTRA REPARACIÓN DE PUNTO","0","0","0","0","0","Q","T"
"582","03","0973","REPARACIÓN DE CANALÍCULOS","0","0","0","0","0","Q","T"
"583","03","098","FISTULIZACIÓN DEL TRACTO LAGRIMAL HASTA LA CAVIDAD NASAL","0","0","0","0","0","","F"
"584","03","0981","DACRIOCISTORRINOSTOMÍA [DCR]","0","0","0","0","0","Q","T"
"585","03","0982","CONJUNTIVOCISTORRINOSTOMÍA","0","0","0","0","0","Q","T"
"586","03","0983","CONJUNTIVORRINOSTOMÍA CON INSERCIÓN DE TUBO O VARILLA","0","0","0","0","0","Q","T"
"587","03","099","OTRAS OPERACIONES SOBRE EL APARATO LAGRIMAL","0","0","0","0","0","","F"
"588","03","0991","OBLITERACIÓN DEL PUNTO LAGRIMAL","0","0","0","0","0","Q","T"
"589","03","0999","OTRAS OPERACIONES DEL APARATO LAGRIMAL","0","0","0","0","0","Q","T"
"590","03","10","OPERACIONES SOBRE LA CONJUNTIVA","0","0","0","0","0","",""
"591","03","100","EXTRACCIÓN DE LA CONJUNTIVA DE UN CUERPO EXTRAÑO INCRUSTADO MEDIANTE INCISIÓN","0","0","0","0","0","","F"
"592","03","100X","EXTRACCIÓN DE LA CONJUNTIVA DE UN CUERPO EXTRAÑO INCRUSTADO MEDIANTE INCISIÓN","0","0","0","0","0","Q","T"
"593","03","101","OTRA INCISIÓN DE CONJUNTIVA","0","0","0","0","0","","F"
"594","03","101X","OTRA INCISIÓN DE CONJUNTIVA","0","0","0","0","0","Q","T"
"595","03","102","PROCEDIMIENTOS DIAGNÓSTICOS DE LA CONJUNTIVA","0","0","0","0","0","","F"
"596","03","1021","BIOPSIA DE CONJUNTIVA","0","0","0","0","0","D","F"
"597","03","1029","OTROS PROCEDIMIENTOS DIAGNÓSTICOS DE LA CONJUNTIVA","0","0","0","0","0","D","F"
"598","03","103","EXCISIÓN O DESTRUCCIÓN DE LESIÓN O TEJIDO DE CONJUNTIVA","0","0","0","0","0","","F"
"599","03","1031","EXCISIÓN DE LESIÓN O TEJIDO DE CONJUNTIVA","0","0","0","0","0","Q","T"
"600","03","1032","DESTRUCCIÓN DE LESIÓN DE CONJUNTIVA","0","0","0","0","0","Q","T"
"601","03","1033","OTROS PROCEDIMIENTOS DESTRUCTIVOS DE LA CONJUNTIVA","0","0","0","0","0","Q","T"
"602","03","104","CONJUNTIVOPLASTIA","0","0","0","0","0","","F"
"603","03","1041","REPARACIÓN DE SIMBLÉFARON CON INJERTO LIBRE","0","0","0","0","0","Q","T"
"604","03","1042","RECONSTRUCCIÓN DE FONDO DE SACO CONJUNTIVAL CON INJERTO LIBRE","0","0","0","0","0","Q","T"
"605","03","1043","OTRA RECONSTRUCCIÓN DE FONDO DE SACO CONJUNTIVAL","0","0","0","0","0","Q","T"
"606","03","1044","OTRO INJERTO LIBRE A LA CONJUNTIVA","0","0","0","0","0","Q","T"
"607","03","1049","OTRA CONJUNTIVOPLASTIA","0","0","0","0","0","Q","T"
"608","03","105","LISIS DE ADHERENCIA CONJUNTIVA Y PÁRPADO","0","0","0","0","0","","F"
"609","03","105X","LISIS DE ADHERENCIA CONJUNTIVA Y PÁRPADO","0","0","0","0","0","Q","T"
"610","03","106","REPARACIÓN DE LACERACIÓN DE CONJUNTIVA","0","0","0","0","0","","F"
"611","03","106X","REPARACIÓN DE LACERACIÓN DE CONJUNTIVA","0","0","0","0","0","Q","T"
"612","03","109","OTRAS OPERACIONES SOBRE CONJUNTIVA","0","0","0","0","0","","F"
"613","03","1091","INYECCIÓN SUBCONJUNTIVAL","0","0","0","0","0","Q","T"
"614","03","1099","OTRAS OPERACIONES DE LA CONJUNTIVA","0","0","0","0","0","Q","T"
"615","03","11","OPERACIONES DE LA CÓRNEA","0","0","0","0","0","",""
"616","03","110","EXTRACCIÓN POR IMÁN DE CUERPO EXTRAÑO INCRUSTADO EN CÓRNEA","0","0","0","0","0","","F"
"617","03","110X","EXTRACCIÓN POR IMÁN DE CUERPO EXTRAÑO INCRUSTADO EN CÓRNEA","0","0","0","0","0","Q","T"
"618","03","111","INCISIÓN DE CÓRNEA","0","0","0","0","0","","F"
"619","03","111X","INCISIÓN DE CÓRNEA","0","0","0","0","0","Q","T"
"620","03","112","PROCEDIMIENTOS DIAGNÓSTICOS DE LA CÓRNEA","0","0","0","0","0","","F"
"621","03","1121","RASPADO DE CÓRNEA PARA FROTIS O CULTIVO","0","0","0","0","0","D","F"
"622","03","1122","BIOPSIA DE CÓRNEA","0","0","0","0","0","D","F"
"623","03","1129","OTROS PROCEDIMIENTOS DIAGNÓSTICOS DE LA CÓRNEA","0","0","0","0","0","D","F"
"624","03","113","EXCISIÓN DE PTERIGIÓN","0","0","0","0","0","","F"
"625","03","1131","TRANSPOSICIÓN DE PTERIGIÓN","0","0","0","0","0","Q","T"
"626","03","1132","EXCISIÓN DE PTERIGIÓN CON INJERTO CORNEAL","0","0","0","0","0","Q","T"
"627","03","1139","OTRA EXCISIÓN DE PTERIGIÓN","0","0","0","0","0","Q","T"
"628","03","114","EXCISIÓN O DESTRUCCIÓN DE TEJIDO U OTRA LESIÓN DE CÓRNEA","0","0","0","0","0","","F"
"629","03","1141","EXTIRPACIÓN MECÁNICA DEL EPITELIO CORNEAL","0","0","0","0","0","Q","T"
"630","03","1142","TERMOCAUTERIZACIÓN DE LESIÓN CORNEAL","0","0","0","0","0","Q","T"
"631","03","1143","CRIOTERAPIA DE LESIÓN CORNEAL","0","0","0","0","0","Q","T"
"632","03","1149","OTRA EXTIRPACIÓN O DESTRUCCIÓN DE LESIÓN CORNEAL","0","0","0","0","0","Q","T"
"633","03","115","REPARACIÓN DE CÓRNEA","0","0","0","0","0","","F"
"634","03","1151","SUTURA DE LACERACIÓN CORNEAL","0","0","0","0","0","Q","T"
"635","03","1152","REPARACIÓN DE DEHISCENCIA DE HERIDA POSTOPERATORIA DE CÓRNEA","0","0","0","0","0","Q","T"
"636","03","1153","REPARACIÓN DE LACERACIÓN O HERIDA CORNEAL CON COLGAJO CONJUNTIVAL","0","0","0","0","0","Q","T"
"637","03","1159","OTRA REPARACIÓN DE CÓRNEA","0","0","0","0","0","Q","T"
"638","03","116","TRASPLANTE DE CÓRNEA","0","0","0","0","0","","F"
"639","03","1160","TRASPLANTE DE CORNEA, NO ESPECIFICADO DE OTRA MANERA","0","0","0","0","0","Q","F"
"640","03","1161","QUERATOPLASTIA LAMELAR CON AUTOINJERTO","0","0","0","0","0","Q","F"
"641","03","1162","OTRA QUERATOPLASTIA LAMELAR","0","0","0","0","0","Q","F"
"642","03","1163","QUERATOPLASTIA PENETRANTE CON AUTOINJERTO","0","0","0","0","0","Q","F"
"643","03","1164","OTRA QUERATOPLASTIA PENETRANTE","0","0","0","0","0","Q","F"
"644","03","1169","OTRO TRASPLANTE CORNEAL","0","0","0","0","0","Q","F"
"645","03","117","OTRA CIRUGÍA RECONSTRUCTIVA Y REFRACTIVA DE LA CÓRNEA","0","0","0","0","0","","F"
"646","03","1171","QUERATOMILEUSIS","0","0","0","0","0","Q","T"
"647","03","1172","QUERATOFAQUIA","0","0","0","0","0","Q","T"
"648","03","1173","QUERATOPRÓTESIS","0","0","0","0","0","Q","T"
"649","03","1174","TERMOQUERATOPLASTIA","0","0","0","0","0","Q","T"
"650","03","1175","QUERATOTOMÍA RADIAL","0","0","0","0","0","Q","T"
"651","03","1176","EPIQUERATOFAQUIA","0","0","0","0","0","Q","T"
"652","03","1179","OTRA CIRUGÍA RECONSTRUCTIVA Y REFRACTIVA DE LA CÓRNEA","0","0","0","0","0","Q","T"
"653","03","119","OTRAS OPERACIONES DE LA CÓRNEA","0","0","0","0","0","","F"
"654","03","1191","TATUAJE DE CÓRNEA","0","0","0","0","0","Q","T"
"655","03","1192","ELIMINACIÓN DE LA CÓRNEA DE IMPLANTACIÓN ARTIFICIAL","0","0","0","0","0","Q","T"
"656","03","1199","OTRAS OPERACIONES DE LA CÓRNEA","0","0","0","0","0","Q","T"
"657","03","12","OPERACIONES SOBRE IRIS, CUERPO CILIAR, ESCLERÓTICA, Y CÁMARA ANTERIOR DEL OJO.","0","0","0","0","0","",""
"658","03","120","EXTRACCIÓN DE CUERPO EXTRAÑO INTRAOCULAR DEL SEGMENTO ANTERIOR DEL OJO","0","0","0","0","0","","F"
"659","03","1200","EXTRACCIÓN DE CUERPO EXTRAÑO INTRAOCULAR DEL SEGMENTO ANTERIOR DEL OJO, NO ESPECIFICADA DE OTRA MANERA","0","0","0","0","0","Q","T"
"660","03","1201","EXTRACCIÓN DE CUERPO EXTRAÑO INTRAOCULAR DEL SEGMENTO ANTERIOR DEL OJO, CON EMPLEO DE IMÁN","0","0","0","0","0","Q","T"
"661","03","1202","EXTRACCIÓN DE CUERPO EXTRAÑO DEL SEGMENTO ANTERIOR DEL OJO SIN EMPLEO DE IMÁN","0","0","0","0","0","Q","T"
"662","03","121","IRIDOTOMÍA E IRIDECTOMÍA SIMPLE","0","0","0","0","0","","F"
"663","03","1211","IRIDOTOMÍA CON TRANSFIXIÓN","0","0","0","0","0","Q","T"
"664","03","1212","OTRA IRIDOTOMÍA","0","0","0","0","0","Q","T"
"665","03","1213","EXCISIÓN DE IRIS PROLAPSADO","0","0","0","0","0","Q","T"
"666","03","1214","OTRA IRIDECTOMÍA","0","0","0","0","0","Q","T"
"667","03","122","PROCEDIMIENTOS DIAGNÓSTICOS SOBRE IRIS, CUERPO CILIAR, ESCLERÓTICA, Y CÁMARA ANTERIOR DEL OJO","0","0","0","0","0","","F"
"668","03","1221","ASPIRACIÓN DIAGNÓSTICA DE LA CÁMARA ANTERIOR DEL OJO","0","0","0","0","0","D","F"
"669","03","1222","BIOPSIA DE IRIS","0","0","0","0","0","D","F"
"670","03","1229","OTROS PROCEDIMIENTOS DIAGNÓSTICOS SOBRE EL IRIS, CUERPO CILIAR, ESCLERÓTICA, Y CÁMARA ANTERIOR DEL OJO","0","0","0","0","0","D","F"
"671","03","123","IRIDOPLASTIA Y COROPLASTIA","0","0","0","0","0","","F"
"672","03","1231","LISIS DE GONIOSINEQUIAS","0","0","0","0","0","Q","T"
"673","03","1232","LISIS DE OTRAS SINEQUIAS ANTERIORES","0","0","0","0","0","Q","T"
"674","03","1233","LISIS DE SINEQUIAS POSTERIORES","0","0","0","0","0","Q","T"
"675","03","1234","LISIS DE ADHERENCIAS CORNEOVÍTREAS","0","0","0","0","0","Q","T"
"676","03","1235","COREOPLASTIA","0","0","0","0","0","Q","T"
"677","03","1239","OTRA IRIDOPLASTIA","0","0","0","0","0","Q","T"
"678","03","124","EXCISIÓN O DESTRUCCIÓN DE LESIÓN DE IRIS Y CUERPO CILIAR","0","0","0","0","0","","F"
"679","03","1240","EXTIRPACIÓN DE LESIÓN DEL SEGMENTO ANTERIOR DEL OJO, NO ESPECIFICADA DE OTRA MANERA","0","0","0","0","0","Q","T"
"680","03","1241","DESTRUCCIÓN DE LESIÓN DE IRIS, NO POR EXCISIÓN","0","0","0","0","0","Q","T"
"681","03","1242","EXCISIÓN DE LESIÓN DE IRIS","0","0","0","0","0","Q","T"
"682","03","1243","DESTRUCCIÓN DE LESIÓN DEL CUERPO CILIAR, NO POR EXCISIÓN","0","0","0","0","0","Q","T"
"683","03","1244","EXCISIÓN DE LESIÓN DE CUERPO CILIAR","0","0","0","0","0","Q","T"
"684","03","125","FACILITACIÓN DE LA CIRCULACIÓN INTRAOCULAR","0","0","0","0","0","","F"
"685","03","1251","GONIOPUNTURA SIN GONIOTOMÍA","0","0","0","0","0","Q","F"
"686","03","1252","GONIOTOMÍA SIN GONIOPUNTURA","0","0","0","0","0","Q","F"
"687","03","1253","GONIOTOMÍA CON GONIOPUNTURA","0","0","0","0","0","Q","F"
"688","03","1254","TRABECULOTOMÍA DESDE EL EXTERIOR","0","0","0","0","0","Q","F"
"689","03","1255","CICLODIÁLISIS","0","0","0","0","0","Q","F"
"690","03","1259","OTRA FACILITACIÓN DE LA CIRCULACIÓN INTRAOCULAR","0","0","0","0","0","Q","F"
"691","03","126","FISTULIZACIÓN ESCLERAL","0","0","0","0","0","","F"
"692","03","1261","TREPANACIÓN DE ESCLERÓTICA CON IRIDECTOMÍA","0","0","0","0","0","Q","F"
"693","03","1262","TERMOCAUTERIZACIÓN DE ESCLERÓTICA CON IRIDECTOMÍA","0","0","0","0","0","Q","F"
"694","03","1263","IRIDENCLESIS E IRIDOTASIS","0","0","0","0","0","Q","F"
"695","03","1264","TRABECULECTOMÍA DESDE EL EXTERIOR","0","0","0","0","0","Q","F"
"696","03","1265","OTRA FÍSTULIZACIÓN ESCLERAL CON IRIDECTOMÍA","0","0","0","0","0","Q","F"
"697","03","1266","REVISIÓN POSTOPERATORIA DE PROCEDIMIENTO DE FISTULIZACIÓN ESCLERAL","0","0","0","0","0","Q","F"
"698","03","1269","OTRO PROCEDIMIENTO DE FISTULIZACIÓN","0","0","0","0","0","Q","F"
"699","03","127","OTROS PROCEDIMIENTOS PARA EL ALIVIO DE UNA PRESIÓN INTRAOCULAR ELEVADA","0","0","0","0","0","","F"
"700","03","1271","CICLODIATERMIA","0","0","0","0","0","Q","F"
"701","03","1272","CICLOCRIOTERAPIA","0","0","0","0","0","Q","F"
"702","03","1273","CICLOFOTOCOAGULACIÓN","0","0","0","0","0","Q","F"
"703","03","1274","DISMINUCIÓN DEL CUERPO CILIAR, NO ESPECIFICADA DE OTRA MANERA","0","0","0","0","0","Q","F"
"704","03","1279","OTROS PROCEDIMIENTOS DE GLAUCOMA","0","0","0","0","0","Q","F"
"705","03","128","OPERACIONES SOBRE ESCLERÓTICA","0","0","0","0","0","","F"
"706","03","1281","SUTURA DE LACERACIÓN ESCLERÓTICA","0","0","0","0","0","Q","T"
"707","03","1282","REPARACIÓN DE FÍSTULA ESCLERAL","0","0","0","0","0","Q","T"
"708","03","1283","REVISIÓN DE HERIDA OPERATORIA DE SEGMENTO ANTERIOR, NO CLASIFICADA BAJO OTRO CONCEPTO","0","0","0","0","0","Q","T"
"709","03","1284","EXCISIÓN O DESTRUCCIÓN DE LESIÓN DE ESCLERÓTICA","0","0","0","0","0","Q","T"
"710","03","1285","REPARACIÓN DE ESTAFILOMA ESCLERAL CON INJERTO","0","0","0","0","0","Q","T"
"711","03","1286","OTRA REPARACIÓN DE ESTAFILOMA ESCLERAL","0","0","0","0","0","Q","T"
"712","03","1287","REFUERZO ESCLERAL CON INJERTO","0","0","0","0","0","Q","T"
"713","03","1288","OTRO REFUERZO ESCLERAL","0","0","0","0","0","Q","T"
"714","03","1289","OTRAS OPERACIONES SOBRE ESCLERÓTICA","0","0","0","0","0","Q","T"
"715","03","129","OTRAS OPERACIONES SOBRE EL IRIS, CUERPO CILIAR Y CÁMARA ANTERIOR DEL OJO","0","0","0","0","0","","F"
"716","03","1291","EVACUACIÓN TERAPÉUTICA DE LA CÁMARA ANTERIOR DEL OJO","0","0","0","0","0","Q","T"
"717","03","1292","INYECCIÓN EN CÁMARA ANTERIOR DEL OJO","0","0","0","0","0","Q","T"
"718","03","1293","EXTIRPACIÓN O DESTRUCCIÓN DE EXCRECENCIA DESCENDIENTE EPITELIAL DE LA CÁMARA ANTERIOR DEL OJO","0","0","0","0","0","Q","T"
"719","03","1297","OTRAS OPERACIONES SOBRE IRIS","0","0","0","0","0","Q","T"
"720","03","1298","OTRAS OPERACIONES SOBRE EL CUERPO CILIAR","0","0","0","0","0","Q","T"
"721","03","1299","OTRAS OPERACIONES SOBRE LA CÁMARA ANTERIOR DEL OJO","0","0","0","0","0","Q","T"
"722","03","13","OPERACIONES SOBRE EL CRISTALINO","0","0","0","0","0","",""
"723","03","130","EXTRACCIÓN DE CUERPO EXTRAÑO DE CRISTALINO","0","0","0","0","0","","F"
"724","03","1300","EXTRACCIÓN DE CUERPO EXTRAÑO DEL CRISTALINO, NO ESPECIFICADO DE OTRA MANERA","0","0","0","0","0","Q","T"
"725","03","1301","EXTRACCIÓN DE CUERPO EXTRAÑO DEL CRISTALINO CON EMPLEO DE IMÁN","0","0","0","0","0","Q","T"
"726","03","1302","EXTRACCIÓN DE CUERPO EXTRAÑO SIN EMPLEO DE IMÁN","0","0","0","0","0","Q","T"
"727","03","131","EXTRACCIÓN INTRACAPSULAR DEL CRISTALINO","0","0","0","0","0","","F"
"728","03","1311","EXTRACCIÓN INTRACAPSULAR DE CRISTALINO POR LA RUTA TEMPORAL INFERIOR","0","0","0","0","0","Q","F"
"729","03","1319","OTRA EXTRACCIÓN INTRACAPSULAR DE CRISTALINO","0","0","0","0","0","Q","F"
"730","03","132","EXTRACCIÓN EXTRACAPSULAR DE CRISTALINO MEDIANTE TÉCNICA DE EXTRACCIÓN LINEAL","0","0","0","0","0","","F"
"731","03","132X","EXTRACCIÓN EXTRACAPSULAR DE CRISTALINO MEDIANTE TÉCNICA DE EXTRACCIÓN LINEAL","0","0","0","0","0","Q","F"
"732","03","133","EXTRACCIÓN EXTRACAPSULAR DE CRISTALINO MEDIANTE TÉCNICA SIMPLE SENCILLA DE ASPIRACIÓN (E IRRIGACIÓN)","0","0","0","0","0","","F"
"733","03","133X","EXTRACCIÓN EXTRACAPSULAR DE CRISTALINO MEDIANTE TÉCNICA SIMPLE SENCILLA DE ASPIRACIÓN (E IRRIGACIÓN)","0","0","0","0","0","Q","F"
"734","03","134","EXTRACCIÓN EXTRACAPSULAR DE CRISTALINO MEDIANTE TÉCNICA DE FRAGMENTACIÓN Y ASPIRACIÓN","0","0","0","0","0","","F"
"735","03","1341","FACOEMULSIFICACIÓN Y ASPIRACIÓN DE CATARATA","0","0","0","0","0","Q","F"
"736","03","1342","FACOFRAGMENTACIÓN MÉCANICA Y ASPIRACIÓN DE CATARATA POR RUTA POSTERIOR","0","0","0","0","0","Q","F"
"737","03","1343","FACOFRAGMENTACIÓN MÉCANICA Y OTRA ASPIRACIÓN DE CATARATA","0","0","0","0","0","Q","F"
"738","03","135","OTRA EXTRACCIÓN EXTRACAPSULAR DE CRISTALINO","0","0","0","0","0","","F"
"739","03","1351","EXTRACCIÓN EXTRACAPSULAR DE CRISTALINO POR LA RUTA TEMPORAL INFERIOR","0","0","0","0","0","Q","F"
"740","03","1359","OTRA EXTRACCIÓN EXTRACAPSULAR DE CRISTALINO","0","0","0","0","0","Q","F"
"741","03","136","OTRA EXTRACCIÓN DE CATARATA","0","0","0","0","0","","F"
"742","03","1364","DISECCIÓN DE MEMBRANA SECUNDARIA [DESPUÉS DE CATARATA]","0","0","0","0","0","Q","F"
"743","03","1365","EXCISIÓN DE MEMBRANA SECUNDARIA [DESPUÉS DE CATARATA]","0","0","0","0","0","Q","F"
"744","03","1366","FRAGMENTACIÓN MECÁNICA DE MEMBRANA SECUNDARIA [DESPUÉS DE CATARATA]","0","0","0","0","0","Q","F"
"745","03","1369","OTRA EXTRACCIÓN DE CATARATA","0","0","0","0","0","Q","F"
"746","03","137","INSERCIÓN DE CRISTALINO PROTÉSICO [PSEUDOCRISTALINO]","0","0","0","0","0","","F"
"747","03","1370","INSERCIÓN DE PSEUDOCRISTALINO, NO ESPECIFICADA DE OTRA MANERA","0","0","0","0","0","Q","F"
"748","03","1371","INSERCIÓN DE PRÓTESIS DE CRISTALINO INTRAOCULAR EN EL MOMENTO DE LA EXTRACCIÓN DE LA CATARATA, UNA SOLA ETAPA","0","0","0","0","0","Q","F"
"749","03","1372","INSERCIÓN SECUNDARIA DE PRÓTESIS DE CRISTALINO INTRAOCULAR","0","0","0","0","0","Q","F"
"750","03","138","EXTRACCIÓN DE CRISTALINO IMPLANTADO","0","0","0","0","0","","F"
"751","03","138X","EXTRACCIÓN DE CRISTALINO IMPLANTADO","0","0","0","0","0","Q","F"
"752","03","139","OTRAS OPERACIONES SOBRE CRISTALINO","0","0","0","0","0","","F"
"753","03","1390","OPERACIÓN DEL CRISTALINO, NO CLASIFICADA BAJO OTRO CONCEPTO","0","0","0","0","0","Q","F"
"754","03","1391","IMPLANTACIÓN DE PRÓTESIS INTRAOCULAR TELESCÓPICA","0","0","0","0","0","Q","F"
"755","03","14","OPERACIONES SOBRE RETINA, COROIDES, CUERPO VÍTREO Y CÁMARA POSTERIOR DEL OJO","0","0","0","0","0","",""
"756","03","140","EXTRACCIÓN DE CUERPO EXTRAÑO DEL SEGMENTO POSTERIOR DEL OJO","0","0","0","0","0","","F"
